timestamp,x,y,z
1673587971.073,0.000000,1.000000,0.000000
1673587971.083,0.000000,1.000000,0.000000
1673587971.093,0.000000,1.000000,0.000000
1673587971.103,0.000000,1.000000,0.000000
1673587971.113,0.000000,1.000000,0.000000
1673587971.123,0.000000,1.000000,0.000000
1673587971.133,0.000000,1.000000,0.000000
1673587971.143,0.000000,1.000000,0.000000
1673587971.153,0.000000,1.000000,0.000000
1673587971.163,0.000000,1.000000,0.000000
1673587971.173,0.000000,1.000000,0.000000
1673587971.183,0.000000,1.000000,0.000000
1673587971.193,0.000000,1.000000,0.000000
1673587971.203,0.000000,1.000000,0.000000
1673587971.213,0.000000,1.000000,0.000000
1673587971.223,0.000000,1.000000,0.000000
1673587971.233,0.000000,1.000000,0.000000
1673587971.243,0.000000,1.000000,0.000000
1673587971.253,0.000000,1.000000,0.000000
1673587971.263,0.000000,1.000000,0.000000
1673587971.273,0.000000,1.000000,0.000000
1673587971.283,0.000000,1.000000,0.000000
1673587971.293,0.000000,1.000000,0.000000
1673587971.303,0.000000,1.000000,0.000000
1673587971.313,0.000000,1.000000,0.000000
1673587971.323,0.000000,1.000000,0.000000
1673587971.333,0.000000,1.000000,0.000000
1673587971.343,0.000000,1.000000,0.000000
1673587971.353,0.000000,1.000000,0.000000
1673587971.363,0.000000,1.000000,0.000000
1673587971.373,0.000000,1.000000,0.000000
1673587971.383,0.000000,1.000000,0.000000
1673587971.393,0.000000,1.000000,0.000000
1673587971.403,0.000000,1.000000,0.000000
1673587971.413,0.000000,1.000000,0.000000
1673587971.423,0.000000,1.000000,0.000000
1673587971.433,0.000000,1.000000,0.000000
1673587971.443,0.000000,1.000000,0.000000
1673587971.453,0.000000,1.000000,0.000000
1673587971.463,0.000000,1.000000,0.000000
1673587971.473,0.000000,1.000000,0.000000
1673587971.483,0.000000,1.000000,0.000000
1673587971.493,0.000000,1.000000,0.000000
1673587971.503,0.000000,1.000000,0.000000
1673587971.513,0.000000,1.000000,0.000000
1673587971.523,0.000000,1.000000,0.000000
1673587971.533,0.000000,1.000000,0.000000
1673587971.543,0.000000,1.000000,0.000000
1673587971.553,0.000000,1.000000,0.000000
1673587971.563,0.000000,1.000000,0.000000
1673587971.573,0.000000,1.000000,0.000000
1673587971.583,0.000000,1.000000,0.000000
1673587971.593,0.000000,1.000000,0.000000
1673587971.603,0.000000,1.000000,0.000000
1673587971.613,0.000000,1.000000,0.000000
1673587971.623,0.000000,1.000000,0.000000
1673587971.633,0.000000,1.000000,0.000000
1673587971.643,0.000000,1.000000,0.000000
1673587971.653,0.000000,1.000000,0.000000
1673587971.663,0.000000,1.000000,0.000000
1673587971.673,0.000000,1.000000,0.000000
1673587971.683,0.000000,1.000000,0.000000
1673587971.693,0.000000,1.000000,0.000000
1673587971.703,0.000000,1.000000,0.000000
1673587971.713,0.000000,1.000000,0.000000
1673587971.723,0.000000,1.000000,0.000000
1673587971.733,0.000000,1.000000,0.000000
1673587971.743,0.000000,1.000000,0.000000
1673587971.753,0.000000,1.000000,0.000000
1673587971.763,0.000000,1.000000,0.000000
1673587971.773,0.000000,1.000000,0.000000
1673587971.783,0.000000,1.000000,0.000000
1673587971.793,0.000000,1.000000,0.000000
1673587971.803,0.000000,1.000000,0.000000
1673587971.813,0.000000,1.000000,0.000000
1673587971.823,0.000000,1.000000,0.000000
1673587971.833,0.000000,1.000000,0.000000
1673587971.843,0.000000,1.000000,0.000000
1673587971.853,0.000000,1.000000,0.000000
1673587971.863,0.000000,1.000000,0.000000
1673587971.873,0.000000,1.000000,0.000000
1673587971.883,0.000000,1.000000,0.000000
1673587971.893,0.000000,1.000000,0.000000
1673587971.903,0.000000,1.000000,0.000000
1673587971.913,0.000000,1.000000,0.000000
1673587971.923,0.000000,1.000000,0.000000
1673587971.933,0.000000,1.000000,0.000000
1673587971.943,0.000000,1.000000,0.000000
1673587971.953,0.000000,1.000000,0.000000
1673587971.963,0.000000,1.000000,0.000000
1673587971.973,0.000000,1.000000,0.000000
1673587971.983,0.000000,1.000000,0.000000
1673587971.993,0.000000,1.000000,0.000000
1673587972.003,0.000000,1.000000,0.000000
1673587972.013,0.000000,1.000000,0.000000
1673587972.023,0.000000,1.000000,0.000000
1673587972.033,0.000000,1.000000,0.000000
1673587972.043,0.000000,1.000000,0.000000
1673587972.053,0.000000,1.000000,0.000000
1673587972.063,0.000000,1.000000,0.000000
1673587972.073,0.000000,1.000000,0.000000
1673587972.083,0.000000,1.000000,0.000000
1673587972.093,0.000000,1.000000,0.000000
1673587972.103,0.000000,1.000000,0.000000
1673587972.113,0.000000,1.000000,0.000000
1673587972.123,0.000000,1.000000,0.000000
1673587972.133,0.000000,1.000000,0.000000
1673587972.143,0.000000,1.000000,0.000000
1673587972.153,0.000000,1.000000,0.000000
1673587972.163,0.000000,1.000000,0.000000
1673587972.173,0.000000,1.000000,0.000000
1673587972.183,0.000000,1.000000,0.000000
1673587972.193,0.000000,1.000000,0.000000
1673587972.203,0.000000,1.000000,0.000000
1673587972.213,0.000000,1.000000,0.000000
1673587972.223,0.000000,1.000000,0.000000
1673587972.233,0.000000,1.000000,0.000000
1673587972.243,0.000000,1.000000,0.000000
1673587972.253,0.000000,1.000000,0.000000
1673587972.263,0.000000,1.000000,0.000000
1673587972.273,0.000000,1.000000,0.000000
1673587972.283,0.000000,1.000000,0.000000
1673587972.293,0.000000,1.000000,0.000000
1673587972.303,0.000000,1.000000,0.000000
1673587972.313,0.000000,1.000000,0.000000
1673587972.323,0.000000,1.000000,0.000000
1673587972.333,0.000000,1.000000,0.000000
1673587972.343,0.000000,1.000000,0.000000
1673587972.353,0.000000,1.000000,0.000000
1673587972.363,0.000000,1.000000,0.000000
1673587972.373,0.000000,1.000000,0.000000
1673587972.383,0.000000,1.000000,0.000000
1673587972.393,0.000000,1.000000,0.000000
1673587972.403,0.000000,1.000000,0.000000
1673587972.413,0.000000,1.000000,0.000000
1673587972.423,0.000000,1.000000,0.000000
1673587972.433,0.000000,1.000000,0.000000
1673587972.443,0.000000,1.000000,0.000000
1673587972.453,0.000000,1.000000,0.000000
1673587972.463,0.000000,1.000000,0.000000
1673587972.473,0.000000,1.000000,0.000000
1673587972.483,0.000000,1.000000,0.000000
1673587972.493,0.000000,1.000000,0.000000
1673587972.503,0.000000,1.000000,0.000000
1673587972.513,0.000000,1.000000,0.000000
1673587972.523,0.000000,1.000000,0.000000
1673587972.533,0.000000,1.000000,0.000000
1673587972.543,0.000000,1.000000,0.000000
1673587972.553,0.000000,1.000000,0.000000
1673587972.563,0.000000,1.000000,0.000000
1673587972.573,0.000000,1.000000,0.000000
1673587972.583,0.000000,1.000000,0.000000
1673587972.593,0.000000,1.000000,0.000000
1673587972.603,0.000000,1.000000,0.000000
1673587972.613,0.000000,1.000000,0.000000
1673587972.623,0.000000,1.000000,0.000000
1673587972.633,0.000000,1.000000,0.000000
1673587972.643,0.000000,1.000000,0.000000
1673587972.653,0.000000,1.000000,0.000000
1673587972.663,0.000000,1.000000,0.000000
1673587972.673,0.000000,1.000000,0.000000
1673587972.683,0.000000,1.000000,0.000000
1673587972.693,0.000000,1.000000,0.000000
1673587972.703,0.000000,1.000000,0.000000
1673587972.713,0.000000,1.000000,0.000000
1673587972.723,0.000000,1.000000,0.000000
1673587972.733,0.000000,1.000000,0.000000
1673587972.743,0.000000,1.000000,0.000000
1673587972.753,0.000000,1.000000,0.000000
1673587972.763,0.000000,1.000000,0.000000
1673587972.773,0.000000,1.000000,0.000000
1673587972.783,0.000000,1.000000,0.000000
1673587972.793,0.000000,1.000000,0.000000
1673587972.803,0.000000,1.000000,0.000000
1673587972.813,0.000000,1.000000,0.000000
1673587972.823,0.000000,1.000000,0.000000
1673587972.833,0.000000,1.000000,0.000000
1673587972.843,0.000000,1.000000,0.000000
1673587972.853,0.000000,1.000000,0.000000
1673587972.863,0.000000,1.000000,0.000000
1673587972.873,0.000000,1.000000,0.000000
1673587972.883,0.000000,1.000000,0.000000
1673587972.893,0.000000,1.000000,0.000000
1673587972.903,0.000000,1.000000,0.000000
1673587972.913,0.000000,1.000000,0.000000
1673587972.923,0.000000,1.000000,0.000000
1673587972.933,0.000000,1.000000,0.000000
1673587972.943,0.000000,1.000000,0.000000
1673587972.953,0.000000,1.000000,0.000000
1673587972.963,0.000000,1.000000,0.000000
1673587972.973,0.000000,1.000000,0.000000
1673587972.983,0.000000,1.000000,0.000000
1673587972.993,0.000000,1.000000,0.000000
1673587973.003,0.000000,1.000000,0.000000
1673587973.013,0.000000,1.000000,0.000000
1673587973.023,0.000000,1.000000,0.000000
1673587973.033,0.000000,1.000000,0.000000
1673587973.043,0.000000,1.000000,0.000000
1673587973.053,0.000000,1.000000,0.000000
1673587973.063,0.000000,1.000000,0.000000
1673587973.073,0.000000,1.000000,0.000000
1673587973.083,0.000000,1.000000,0.000000
